optimized_sn,previous_optimized_sn,sn,name,type,priority,complexity,quality_score,quality_tier,curation_status,scene,biz_line,risk_mechanism,assigned_agents,library_source,source_title,topic,source_file,audit_goal,data_dependencies,output_type,duplicate_merged_count,related_candidates
OPTBUD-0055,OPTBUD-0055,BUDV6D-018,中央部门预算执行审计常用定性表述及适用法规向导-预算编制科学性检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,中央部门预算执行审计常用定性表述及适用法规向导,预算编制科学性,E:\2026\审计方法&政策文件\_ocr_output\预算\中央部门预算执行审计常用定性表述及适用法规向导.pdf.md,基于《中央部门预算执行审计常用定性表述及适用法规向导》中“预算编制科学性”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算编制科学性疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0056,OPTBUD-0056,BUDV6D-024,全面实施预算绩效管理案例解读-推进难点：县（区）政府预算绩效管理体系建设检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,ocr_55_books_deep,全面实施预算绩效管理案例解读,推进难点：县（区）政府预算绩效管理体系建设,E:\2026\审计方法&政策文件\_ocr_output\预算\全面实施预算绩效管理案例解读.pdf.md,基于《全面实施预算绩效管理案例解读》中“推进难点：县（区）政府预算绩效管理体系建设”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,推进难点：县（区）政府预算绩效管理体系建设疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0057,OPTBUD-0057,PERFV6D-093,建立全过程预算绩效管理体系-建立全过程预算绩效管理体系.pdf检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,ocr_55_books_deep,建立全过程预算绩效管理体系,建立全过程预算绩效管理体系.pdf,E:\2026\审计方法&政策文件\_ocr_output\预算\建立全过程预算绩效管理体系.pdf.md,基于《建立全过程预算绩效管理体系》中“建立全过程预算绩效管理体系.pdf”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,建立全过程预算绩效管理体系.pdf疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0058,OPTBUD-0058,BUDV6D-038,政府部门预算管理-政府部门预算管理范围检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,政府部门预算管理,政府部门预算管理范围,E:\2026\审计方法&政策文件\_ocr_output\预算\政府部门预算管理.pdf.md,基于《政府部门预算管理》中“政府部门预算管理范围”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,政府部门预算管理范围疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0059,OPTBUD-0059,ENGV6D-028,新能源发电工竣工决算编制理论与实务-新能源与“双碳”检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,新能源发电工竣工决算编制理论与实务,新能源与“双碳”,E:\2026\审计方法&政策文件\_ocr_output\预算\新能源发电工竣工决算编制理论与实务.pdf.md,基于《新能源发电工竣工决算编制理论与实务》中“新能源与“双碳””相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,新能源与“双碳”疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0060,OPTBUD-0060,ENGV6D-033,新能源发电工竣工决算编制理论与实务-预算绩效指标检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,ocr_55_books_deep,新能源发电工竣工决算编制理论与实务,预算绩效指标,E:\2026\审计方法&政策文件\_ocr_output\预算\新能源发电工竣工决算编制理论与实务.pdf.md,基于《新能源发电工竣工决算编制理论与实务》中“预算绩效指标”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算绩效指标疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0061,OPTBUD-0061,ENGV6D-038,水利基本建设项目竣工财务决算编制教程-支出标准执行检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,水利基本建设项目竣工财务决算编制教程,支出标准执行,E:\2026\审计方法&政策文件\_ocr_output\预算\水利基本建设项目竣工财务决算编制教程.pdf.md,基于《水利基本建设项目竣工财务决算编制教程》中“支出标准执行”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,支出标准执行疑点清单、风险等级、命中规则、涉及金额、核查建议,1,ENGV6D-022
OPTBUD-0062,OPTBUD-0062,ENGV6D-043,水利基本建设项目竣工财务决算编制教程-公用经费异常检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,水利基本建设项目竣工财务决算编制教程,公用经费异常,E:\2026\审计方法&政策文件\_ocr_output\预算\水利基本建设项目竣工财务决算编制教程.pdf.md,基于《水利基本建设项目竣工财务决算编制教程》中“公用经费异常”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,公用经费异常疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0063,OPTBUD-0063,MAGBUD-0035,让财政部门内部控制更具智慧案例检测算法,杂志案例算法,P1,L3,89,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,让财政部门内部控制更具智慧,让财政部门内部控制更具智慧,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\1.让财政部门内部控制更具智慧.md,基于杂志案例《让财政部门内部控制更具智慧》提炼“让财政部门内部控制更具智慧”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,让财政部门内部控制更具智慧疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0064,OPTBUD-0064,BUDV6D-004,财政审计-财政资金管理及其审计目标检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,通用/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,财政审计,财政资金管理及其审计目标,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md,基于《财政审计》中“财政资金管理及其审计目标”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表,财政资金管理及其审计目标疑点清单、风险等级、命中规则、涉及金额、核查建议,,
