sn,name,type,package_kind,priority,complexity,scene,biz_line,risk_mechanism,assigned_agents,source_kind,source_top,source_title,topic,merge_action,audit_goal,data_dependencies,output_type,source_file
SUPVV6D-033,政府审计理论与实务-内控缺陷矩阵内控核查包,内控包,control_pack,P1,L2,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,合规性,review_sentinel / data_scout,book,通用,政府审计理论与实务,内控缺陷矩阵,新增,基于《政府审计理论与实务》中“内控缺陷矩阵”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,内控缺陷矩阵控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
SUPVV6D-034,政府审计理论与实务-审计案例规则化规则包,规则包,rule_pack,P1,L2,全场景通用 / 监督检查与经费舞弊 / 绩效评价,通用/全场景通用,合规性,data_scout / workpaper_crafter,book,通用,政府审计理论与实务,审计案例规则化,新增,基于《政府审计理论与实务》中“审计案例规则化”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,审计案例规则化规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
SUPVV6D-035,政府审计理论与实务-数据质量检查指标包,指标包,indicator_pack,P1,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,政府审计理论与实务,数据质量检查,新增,基于《政府审计理论与实务》中“数据质量检查”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,数据质量检查指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
SUPVV6D-036,政府审计理论与实务-多源数据勾稽证据链包,证据包,evidence_pack,P1,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 绩效评价,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,政府审计理论与实务,多源数据勾稽,新增,基于《政府审计理论与实务》中“多源数据勾稽”相关内容，贯通审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,多源数据勾稽证据链节点、证据缺口、访谈对象、底稿索引、结论边界,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md
SUPVV6D-037,行政事业单位内部控制体系建设全流程操作指南-常用的风险应对策略及内部控制方法检测算法,算法候选,algorithm,P0,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,行政事业单位内部控制体系建设全流程操作指南,常用的风险应对策略及内部控制方法,新增,基于《行政事业单位内部控制体系建设全流程操作指南》中“常用的风险应对策略及内部控制方法”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；采购公告；投标文件,常用的风险应对策略及内部控制方法疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制体系建设全流程操作指南.pdf.md
SUPVV6D-038,行政事业单位内部控制体系建设全流程操作指南-风险分析/29规则包,规则包,rule_pack,P1,L2,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,合规性,review_sentinel / data_scout,book,通用,行政事业单位内部控制体系建设全流程操作指南,风险分析/29,新增,基于《行政事业单位内部控制体系建设全流程操作指南》中“风险分析/29”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；采购公告；投标文件,风险分析/29规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制体系建设全流程操作指南.pdf.md
SUPVV6D-039,行政事业单位内部控制体系建设全流程操作指南-风险评价／33指标包,指标包,indicator_pack,P1,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,行政事业单位内部控制体系建设全流程操作指南,风险评价／33,新增,基于《行政事业单位内部控制体系建设全流程操作指南》中“风险评价／33”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；采购公告；投标文件,风险评价／33指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制体系建设全流程操作指南.pdf.md
SUPVV6D-040,行政事业单位内部控制体系建设全流程操作指南-预算控制/41检测算法,算法候选,algorithm,P1,L3,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,异常性,review_sentinel / data_scout,book,通用,行政事业单位内部控制体系建设全流程操作指南,预算控制/41,新增,基于《行政事业单位内部控制体系建设全流程操作指南》中“预算控制/41”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算控制/41疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制体系建设全流程操作指南.pdf.md
SUPVV6D-041,行政事业单位内部控制体系建设全流程操作指南-风险评估的过程与方法/15内控核查包,内控包,control_pack,P1,L2,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,合规性,review_sentinel / data_scout,book,通用,行政事业单位内部控制体系建设全流程操作指南,风险评估的过程与方法/15,新增,基于《行政事业单位内部控制体系建设全流程操作指南》中“风险评估的过程与方法/15”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；采购公告；投标文件,风险评估的过程与方法/15控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制体系建设全流程操作指南.pdf.md
SUPVV6D-042,行政事业单位内部控制体系建设全流程操作指南-其他内部控制方法/44规则包,规则包,rule_pack,P1,L2,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,通用/监督检查与经费舞弊,合规性,review_sentinel / data_scout,book,通用,行政事业单位内部控制体系建设全流程操作指南,其他内部控制方法/44,新增,基于《行政事业单位内部控制体系建设全流程操作指南》中“其他内部控制方法/44”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；采购公告；投标文件,其他内部控制方法/44规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制体系建设全流程操作指南.pdf.md
